1200.00 0.346379 0.595562
1210.00 0.346523 0.596576
1220.00 0.346341 0.597195
1230.00 0.346482 0.598212
1240.00 0.346622 0.599230
1250.00 0.346760 0.600249
1260.00 0.346734 0.601070
1270.00 0.346221 0.601294
1280.00 0.345222 0.600924
1290.00 0.343588 0.599771
1300.00 0.340388 0.596684
1310.00 0.336469 0.592695
1320.00 0.330829 0.586545
1330.00 0.323765 0.578577
1340.00 0.315992 0.569655
1350.00 0.309593 0.562408
1360.00 0.303668 0.555713
1370.00 0.294351 0.544609
1380.00 0.274055 0.519015
1390.00 0.235527 0.467934
1400.00 0.190157 0.403718
1410.00 0.157714 0.354915
1420.00 0.140218 0.326602
1430.00 0.130259 0.309989
1440.00 0.124586 0.300510
1450.00 0.124159 0.301100
1460.00 0.122771 0.299251
1470.00 0.129559 0.312894
1480.00 0.139221 0.330525
1490.00 0.148257 0.347308
1500.00 0.160168 0.367652
1510.00 0.172036 0.388100
1520.00 0.182819 0.406415
1530.00 0.194469 0.424905
1540.00 0.203742 0.440341
1550.00 0.212708 0.454318
1560.00 0.220844 0.467777
1570.00 0.228096 0.479874
1580.00 0.234440 0.489746
1590.00 0.239312 0.498374
1600.00 0.243440 0.505948
1610.00 0.246929 0.511724
1620.00 0.249848 0.517609
1630.00 0.252426 0.522110
1640.00 0.254179 0.526394
1650.00 0.255459 0.530036
1660.00 0.257037 0.533165
1670.00 0.257339 0.535477
1680.00 0.258533 0.538088
1690.00 0.258432 0.538905
1700.00 0.257430 0.539436
1710.00 0.255842 0.538189
1720.00 0.253587 0.536002
1730.00 0.249635 0.532382
1740.00 0.244861 0.526590
1750.00 0.239157 0.519410
1760.00 0.232968 0.511452
1770.00 0.227427 0.504347
1780.00 0.223753 0.499912
1790.00 0.221895 0.498127
1800.00 0.221736 0.497894
1810.00 0.221944 0.499160
1820.00 0.221597 0.499608
1830.00 0.219759 0.497844
1840.00 0.215343 0.492213
1850.00 0.205479 0.477294
1860.00 0.186607 0.448893
1870.00 0.152995 0.394318
1880.00 0.104754 0.303639
1890.00 0.060239 0.195462
1900.00 0.041054 0.127091
1910.00 0.032545 0.080509
1920.00 0.030600 0.066670
1930.00 0.030029 0.062877
1940.00 0.030489 0.068049
1950.00 0.030966 0.071932
1960.00 0.031975 0.080540
1970.00 0.033441 0.091318
1980.00 0.037862 0.115984
1990.00 0.041965 0.135814
2000.00 0.046085 0.153397
2010.00 0.050912 0.171866
2020.00 0.055196 0.187027
2030.00 0.060406 0.204046
2040.00 0.064680 0.217332
2050.00 0.070046 0.232986
2060.00 0.074712 0.246072
2070.00 0.087215 0.277585
2080.00 0.095432 0.297153
2090.00 0.103112 0.314712
2100.00 0.110201 0.330421
2110.00 0.118138 0.347359
2120.00 0.125060 0.362722
2130.00 0.130120 0.373346
2140.00 0.135966 0.385283
2150.00 0.140278 0.394208
2160.00 0.144117 0.402183
2170.00 0.146280 0.408020
2180.00 0.148266 0.412577
2190.00 0.149842 0.416387
2200.00 0.150940 0.419337
2210.00 0.151318 0.421988
2220.00 0.152200 0.424566
2230.00 0.151142 0.423661
2240.00 0.149591 0.421858
2250.00 0.147259 0.418612
2260.00 0.145277 0.415977
2270.00 0.141961 0.411832
2280.00 0.137372 0.404202
2290.00 0.132028 0.394960
2300.00 0.128823 0.389708
2310.00 0.121455 0.376036
2320.00 0.115132 0.364063
2330.00 0.108422 0.350868
2340.00 0.100394 0.333325
2350.00 0.094578 0.321050
2360.00 0.085233 0.299749
2370.00 0.082522 0.293932
2380.00 0.067591 0.255182
2390.00 0.063935 0.245484
2400.00 0.061342 0.237749
2410.00 0.056095 0.222205
2420.00 0.053852 0.214852
2430.00 0.050225 0.203290
2440.00 0.047240 0.192537
2450.00 0.041037 0.169021
2460.00 0.039963 0.164463
2470.00 0.035627 0.144687
2480.00 0.034456 0.138884
2490.00 0.029709 0.111514
2500.00 0.029058 0.105438
